transactionid,transactiondate,customerid,productid,storeid,campaignid,totalamount,quantitysold,paymentmethod,salesrepresentative,unit_price
4485,2025-06-28,1057,2071,402,0,5679.12,4,Credit Card,R. Johnson,1419.78
4486,2025-10-26,1138,2054,402,2,347.7,3,PayPal,K. Nguyen,115.89999999999999
4487,2024-10-20,1035,2073,404,2,1455.42,2,PayPal,M. Chen,727.71
4488,2025-08-11,1329,2019,401,4,2874.63,2,Cash,A. Torres,1437.315
4489,2024-12-24,1075,2103,402,0,821.36,2,PayPal,L. Martinez,410.68
4490,2025-02-10,1037,2012,405,4,2051.31,3,PayPal,A. Torres,683.77
4491,2024-12-11,1000,2027,404,4,1711.81,1,Credit Card,R. Johnson,1711.81
4492,2025-03-03,1010,2017,402,0,1958.82,3,Apple Pay,A. Torres,652.9399999999999
4493,2024-04-14,1139,2065,405,1,3467.15,4,Debit Card,J. Alvarez,866.7875
4494,2025-04-05,1062,2008,405,4,3477.45,3,Apple Pay,L. Martinez,1159.1499999999999
4495,2025-08-19,1074,2005,402,2,3668.92,2,Cash,J. Alvarez,1834.46
4496,2024-06-03,1081,2089,402,3,1230.04,2,Apple Pay,K. Nguyen,615.02
4497,2025-08-26,1010,2011,402,0,1969.6,2,Credit Card,K. Nguyen,984.8
4498,2025-11-05,1328,2101,402,0,1076.58,3,Cash,A. Torres,358.85999999999996
4499,2024-09-30,1044,2002,405,0,1468.87,1,Credit Card,A. Torres,1468.87
4500,2025-04-28,1346,2093,404,0,622.47,3,Apple Pay,S. Patel,207.49
4501,2025-09-16,1204,2077,405,0,2462.25,3,Debit Card,K. Nguyen,820.75
4502,2025-07-04,1111,2022,401,3,5969.8,4,Apple Pay,J. Alvarez,1492.45
4504,2025-05-18,1028,2003,403,2,7875.04,4,Cash,M. Chen,1968.76
4506,2025-05-20,1005,2059,405,2,372.12,3,Credit Card,M. Chen,124.04
4508,2025-07-13,1064,2040,401,0,815.52,4,Apple Pay,D. Williams,203.88
4509,2025-09-14,1062,2028,405,0,5347.03,4,Debit Card,J. Alvarez,1336.7575
4510,2024-04-06,1111,2016,404,3,5062.92,4,PayPal,J. Alvarez,1265.73
4511,2025-11-27,1325,2079,401,4,2294.94,2,Apple Pay,M. Chen,1147.47
4512,2024-09-13,1071,2039,401,4,504.09,3,PayPal,K. Nguyen,168.03
4513,2025-10-30,1048,2021,405,4,4912.65,3,Credit Card,M. Chen,1637.55
4514,2024-09-05,1204,2006,405,0,7462.28,4,PayPal,K. Nguyen,1865.57
4515,2025-02-03,1058,2093,404,2,1244.94,6,Debit Card,L. Martinez,207.49
4516,2025-07-13,1046,2024,404,0,3593.22,3,PayPal,A. Torres,1197.74
4517,2025-07-31,1380,2056,404,1,710.24,4,Cash,J. Alvarez,177.56
4519,2025-07-11,1044,2117,401,0,735.52,4,Debit Card,J. Alvarez,183.88
4521,2024-11-05,1022,2098,404,3,474.37,1,Apple Pay,S. Patel,474.37
4522,2024-03-20,1292,2025,405,0,3768.74,4,Apple Pay,S. Patel,942.185
4523,2025-11-22,1035,2007,401,3,1510.21,1,Apple Pay,L. Martinez,1510.21
4524,2024-12-04,1394,2088,404,1,5276.76,4,Debit Card,S. Patel,1319.19
4525,2024-04-13,1032,2058,405,2,553.04,4,Debit Card,M. Chen,138.26
4526,2025-06-01,1169,2070,403,2,1039.63,1,Cash,R. Johnson,1039.63
4527,2024-11-24,1037,2063,401,1,2523.8,2,PayPal,D. Williams,1261.9
4528,2024-01-25,1036,2111,405,2,654.06,3,Cash,J. Alvarez,218.01999999999998
4529,2025-11-05,1173,2087,405,0,1286.6,1,Debit Card,D. Williams,1286.6
4530,2025-11-14,1006,2098,402,4,1423.11,3,Cash,S. Patel,474.36999999999995
4531,2025-07-29,1057,2040,403,0,203.88,1,Apple Pay,D. Williams,203.88
4532,2024-03-03,1024,2044,403,0,1125.2,4,Debit Card,M. Chen,281.3
4533,2025-09-19,1062,2016,405,0,1265.73,1,Debit Card,S. Patel,1265.73
4534,2024-10-13,1073,2064,401,3,3522.39,3,PayPal,D. Williams,1174.1299999999999
4535,2025-08-09,1186,2114,405,4,331.33,1,Apple Pay,L. Martinez,331.33
4536,2024-09-19,1164,2096,403,2,805.2,3,Apple Pay,D. Williams,268.40000000000003
4537,2024-09-22,1138,2059,401,1,372.12,3,PayPal,R. Johnson,124.04
4539,2024-06-27,1071,2071,404,3,5679.12,4,Credit Card,M. Chen,1419.78
4540,2024-12-25,1062,2079,404,0,3912.02,4,PayPal,K. Nguyen,978.005
4541,2024-05-04,1154,2028,405,0,5671.28,4,Credit Card,M. Chen,1417.82
4542,2025-10-25,1060,2009,404,4,4297.52,4,PayPal,S. Patel,1074.38
4543,2024-07-04,1068,2020,405,0,2586.84,2,Apple Pay,S. Patel,1293.42
4544,2025-08-21,1042,2102,404,0,883.2,4,PayPal,D. Williams,220.8
4545,2025-06-03,1207,2017,403,0,2611.76,4,Credit Card,M. Chen,652.94
4546,2024-07-13,1036,2075,402,0,977.21,1,Apple Pay,J. Alvarez,977.21
4547,2025-02-01,1042,2016,403,3,1079.77,1,Credit Card,L. Martinez,1079.77
4548,2024-11-16,1008,2045,402,1,295.21,1,Debit Card,L. Martinez,295.21
4549,2025-06-19,1098,2026,404,0,1319.37,1,Apple Pay,R. Johnson,1319.37
4550,2024-09-18,1104,2015,405,1,2898.32,2,Debit Card,S. Patel,1449.16
4551,2024-09-22,1310,2004,405,4,2630.98,2,PayPal,R. Johnson,1315.49
4552,2024-06-29,1114,2061,405,0,2645.54,2,Debit Card,L. Martinez,1322.77
4553,2024-05-01,1068,2113,403,1,646.14,2,PayPal,M. Chen,323.07
4554,2024-12-12,1057,2004,403,0,3463.33,3,Debit Card,M. Chen,1154.4433333333334
4555,2025-01-09,1213,2084,403,4,3892.36,4,Cash,D. Williams,973.09
4556,2025-06-14,1060,2094,401,0,1213.02,3,Cash,K. Nguyen,404.34
4557,2025-03-30,1358,2012,401,1,1276.13,2,Debit Card,M. Chen,638.065
4558,2025-10-23,1040,2078,405,0,2316.5,2,PayPal,A. Torres,1158.25
4559,2024-04-27,1021,2001,403,0,2728.76,2,Debit Card,K. Nguyen,1364.38
4560,2025-10-06,1138,2044,402,2,1125.2,4,Debit Card,A. Torres,281.3
4561,2024-05-06,1027,2010,403,2,6594.52,4,Debit Card,M. Chen,1648.63
4562,2025-09-22,1213,2005,404,0,5503.38,3,PayPal,D. Williams,1834.46
4563,2024-12-24,1213,2018,405,1,1911.33,2,Cash,K. Nguyen,955.665
4564,2024-05-03,1179,2095,403,3,453.74,2,Debit Card,L. Martinez,226.87
4565,2024-07-26,1394,2046,403,0,198.58,1,Apple Pay,S. Patel,198.58
4566,2024-07-24,1201,2027,402,3,6847.24,4,Cash,M. Chen,1711.81
4567,2025-10-26,1394,2035,402,1,372.08,2,PayPal,L. Martinez,186.04
4568,2024-10-20,1021,2021,405,1,6550.2,4,Debit Card,K. Nguyen,1637.55
4569,2025-11-08,1111,2047,401,2,444.6,4,Cash,J. Alvarez,111.15
4570,2024-04-01,1028,2032,402,0,482.88,2,PayPal,J. Alvarez,241.44
4571,2025-06-09,1154,2059,403,4,496.16,4,Credit Card,R. Johnson,124.04
4572,2024-07-26,1032,2090,403,4,800.52,2,Debit Card,J. Alvarez,400.26
4573,2025-05-10,1201,2021,405,1,6550.2,4,Credit Card,L. Martinez,1637.55
4574,2024-03-21,1033,2110,405,0,249.34,1,Debit Card,K. Nguyen,249.34
4575,2024-11-09,1049,2022,404,4,5969.8,4,Cash,K. Nguyen,1492.45
4576,2024-06-30,1003,2034,401,4,442.56,4,Apple Pay,R. Johnson,110.64
4577,2025-07-26,1040,2082,401,4,3697.08,3,Debit Card,R. Johnson,1232.36
4578,2025-04-08,1033,2059,404,0,216.78,2,Apple Pay,K. Nguyen,108.39
4579,2024-02-16,1207,2067,404,4,2681.4,2,Credit Card,R. Johnson,1340.7
4580,2025-03-14,1114,2101,401,0,1076.58,3,Cash,A. Torres,358.85999999999996
4581,2025-04-05,1033,2086,403,3,863.38,1,PayPal,S. Patel,863.38
4582,2024-04-27,1202,2069,404,0,5082.76,4,Debit Card,R. Johnson,1270.69
4583,2024-02-26,1124,2057,405,0,286.16,1,Credit Card,M. Chen,286.16
4584,2024-05-13,1058,2004,401,1,2630.98,2,Debit Card,D. Williams,1315.49
4585,2024-02-21,1043,2023,405,0,5483.91,3,PayPal,K. Nguyen,1827.97
4586,2025-08-04,1040,2059,403,0,496.16,4,Debit Card,K. Nguyen,124.04
4587,2024-10-25,1025,2013,401,4,2819.26,2,Debit Card,K. Nguyen,1409.63
4588,2024-12-01,1123,2087,403,2,2896.06,2,PayPal,D. Williams,1448.03
4589,2024-09-05,1046,2054,401,3,231.8,2,Debit Card,L. Martinez,115.9
4590,2024-12-25,1213,2014,401,1,3620.13,4,Debit Card,A. Torres,905.0325
4592,2025-05-17,1064,2029,405,3,3343.52,2,Cash,M. Chen,1671.76
4593,2024-12-25,1071,2022,403,4,2984.9,2,Credit Card,S. Patel,1492.45
4595,2024-05-05,1106,2081,401,4,1212.38,1,Apple Pay,J. Alvarez,1212.38
4596,2025-10-08,1051,2097,403,0,3103.84,8,PayPal,L. Martinez,387.98
4597,2024-08-05,1111,2001,401,3,9363.48,6,PayPal,D. Williams,1560.58
4599,2025-04-27,1037,2000,401,3,4310.12,4,Cash,A. Torres,1077.53
4600,2024-10-31,1043,2023,404,4,1827.97,1,Apple Pay,R. Johnson,1827.97
4601,2024-07-21,1009,2062,402,0,2015.22,3,Apple Pay,R. Johnson,671.74
4602,2024-03-02,1250,2073,405,2,1455.42,2,PayPal,J. Alvarez,727.71
4603,2025-11-08,1036,2081,401,3,4513.02,4,Credit Card,K. Nguyen,1128.255
4604,2025-06-15,1008,2084,402,0,6811.63,7,Credit Card,M. Chen,973.09
4605,2025-09-17,1062,2043,403,0,820.64,8,PayPal,M. Chen,102.58
4606,2025-05-12,1001,2055,403,0,222.99,1,Apple Pay,L. Martinez,222.99
4607,2024-11-19,1049,2089,405,0,1230.04,2,Apple Pay,L. Martinez,615.02
4608,2025-07-23,1064,2048,404,3,842.13,3,Apple Pay,R. Johnson,280.71
4609,2024-12-26,1138,2044,402,4,281.3,1,Debit Card,A. Torres,281.3
4610,2025-08-30,1276,2071,405,0,2839.56,2,Credit Card,D. Williams,1419.78
4611,2024-12-07,1060,2028,401,0,1417.82,1,Apple Pay,M. Chen,1417.82
4612,2024-05-12,1018,2005,404,0,5207.39,3,Apple Pay,R. Johnson,1735.7966666666669
4613,2024-09-16,1075,2048,405,1,561.42,2,PayPal,J. Alvarez,280.71
4614,2024-11-26,1062,2085,404,0,1161.31,1,Debit Card,L. Martinez,1161.31
4615,2024-02-16,1173,2031,401,0,174.23,1,Apple Pay,S. Patel,174.23
4616,2025-08-10,1006,2006,404,0,3731.14,2,PayPal,L. Martinez,1865.57
4617,2025-10-04,1157,2119,403,3,1455.15,3,PayPal,J. Alvarez,485.05
4618,2025-11-03,1202,2049,402,0,2160.32,8,Debit Card,L. Martinez,270.04
4619,2024-09-21,1057,2047,403,4,111.15,1,Apple Pay,D. Williams,111.15
4621,2025-08-14,1358,2085,402,0,2322.62,2,Debit Card,D. Williams,1161.31
4622,2025-07-08,1254,2103,405,0,1642.72,4,Apple Pay,A. Torres,410.68
4623,2025-03-30,1254,2011,401,0,1804.11,2,PayPal,M. Chen,902.055
4624,2024-11-18,1044,2019,404,0,4957.68,3,PayPal,R. Johnson,1652.5600000000002
4625,2025-11-07,1045,2062,403,1,671.74,1,Credit Card,K. Nguyen,671.74
4626,2024-11-02,1062,2014,402,3,3150.3,3,Cash,D. Williams,1050.1000000000001
4627,2024-09-28,1053,2010,402,0,6594.52,4,Debit Card,D. Williams,1648.63
4628,2025-09-29,1040,2085,403,0,1161.31,1,Cash,D. Williams,1161.31
4629,2025-11-20,1046,2045,402,0,590.42,2,Debit Card,L. Martinez,295.21
4630,2025-09-13,1003,2011,401,3,984.8,1,Debit Card,M. Chen,984.8
4632,2024-03-07,1039,2061,404,2,1322.77,1,PayPal,D. Williams,1322.77
4633,2025-11-20,1033,2070,403,1,1215.15,1,Credit Card,S. Patel,1215.15
4634,2024-07-22,1395,2042,405,4,405.68,2,Apple Pay,M. Chen,202.84
4635,2025-02-22,1114,2062,403,2,2686.96,4,Debit Card,R. Johnson,671.74
4636,2025-07-21,1032,2103,401,4,821.36,2,Debit Card,K. Nguyen,410.68
4637,2025-04-03,1071,2071,402,4,2839.56,2,Apple Pay,A. Torres,1419.78
4639,2024-03-28,1051,2048,403,0,966.41,4,Credit Card,L. Martinez,241.6025
4641,2025-04-21,1060,2016,404,0,3228.71,3,Apple Pay,D. Williams,1076.2366666666667
4642,2024-03-12,1291,2045,404,0,295.21,1,Cash,J. Alvarez,295.21
4643,2025-07-17,1000,2026,405,1,3958.11,3,Credit Card,K. Nguyen,1319.3700000000001
4644,2024-05-13,1072,2087,402,3,5792.12,4,Cash,A. Torres,1448.03
4645,2025-11-24,1023,2071,405,2,1419.78,1,PayPal,M. Chen,1419.78
4646,2025-06-14,1051,2040,404,3,815.52,4,Credit Card,M. Chen,203.88
4647,2024-02-09,1334,2030,401,0,632.84,4,PayPal,K. Nguyen,158.21
4648,2025-10-14,1062,2039,405,0,168.03,1,Cash,A. Torres,168.03
4649,2025-08-17,1025,2109,405,0,1385.36,4,Debit Card,D. Williams,346.34
4650,2024-01-28,1036,2057,402,0,1077.83,4,Debit Card,R. Johnson,269.4575
4651,2025-08-08,1271,2018,404,2,7177.66,7,Apple Pay,K. Nguyen,1025.3799999999999
4652,2025-11-11,1059,2025,405,2,4292.44,4,PayPal,R. Johnson,1073.11
4653,2025-06-23,1049,2048,404,2,1122.84,4,Cash,J. Alvarez,280.71
4654,2025-04-12,1017,2022,402,2,2984.9,2,PayPal,L. Martinez,1492.45
4656,2024-06-27,1043,2118,402,2,351.2,1,Credit Card,L. Martinez,351.2
4657,2024-04-26,1025,2068,402,2,3620.48,4,Debit Card,K. Nguyen,905.12
4658,2024-06-14,1155,2041,403,3,509.22,5,PayPal,D. Williams,101.84400000000001
4659,2025-01-06,1071,2111,404,3,654.06,3,Debit Card,A. Torres,218.01999999999998
4660,2025-02-27,1016,2053,402,3,214.3,2,Debit Card,A. Torres,107.15
4661,2024-09-14,1041,2038,404,0,672.04,4,PayPal,M. Chen,168.01
4662,2024-04-07,1051,2003,402,4,1968.76,1,PayPal,M. Chen,1968.76
4663,2025-07-11,1106,2027,405,0,5135.43,3,Cash,S. Patel,1711.8100000000002
4664,2025-09-30,1000,2067,405,0,5362.8,4,PayPal,K. Nguyen,1340.7
4665,2024-04-26,1001,2003,403,3,3937.52,2,Apple Pay,K. Nguyen,1968.76
4666,2025-08-29,1016,2028,401,1,2835.64,2,Apple Pay,M. Chen,1417.82
4667,2024-04-09,1005,2064,405,1,1174.13,1,Apple Pay,R. Johnson,1174.13
4668,2024-08-14,1044,2000,403,2,1958.62,2,Debit Card,S. Patel,979.31
4670,2024-08-22,1151,2021,402,4,3275.1,2,Apple Pay,J. Alvarez,1637.55
4671,2024-11-30,1051,2029,402,0,6687.04,4,Cash,L. Martinez,1671.76
4673,2024-07-20,1221,2074,405,1,2743.16,2,Debit Card,L. Martinez,1371.58
4674,2025-05-02,1155,2070,405,4,2083.03,2,Debit Card,D. Williams,1041.515
4675,2024-11-30,1057,2112,404,4,777.98,2,Cash,L. Martinez,388.99
4676,2024-01-15,1282,2018,401,0,1025.38,1,PayPal,M. Chen,1025.38
4677,2025-06-02,1053,2075,405,4,2931.63,3,Cash,L. Martinez,977.21
4678,2025-05-17,1051,2049,404,0,270.04,1,Credit Card,A. Torres,270.04
4680,2024-05-08,1006,2055,403,1,668.97,3,Debit Card,D. Williams,222.99
4682,2025-05-24,1053,2082,405,0,2164.69,2,Debit Card,K. Nguyen,1082.345
4683,2024-04-09,1057,2073,401,4,727.71,1,Apple Pay,J. Alvarez,727.71
4684,2025-06-11,1036,2097,404,2,775.96,2,Apple Pay,S. Patel,387.98
4685,2025-09-16,1025,2057,404,2,1430.8,5,Apple Pay,A. Torres,286.15999999999997
4686,2024-09-21,1059,2003,405,4,7875.04,4,Debit Card,D. Williams,1968.76
4687,2025-06-12,1156,2119,403,0,1455.15,3,Cash,J. Alvarez,485.05
4688,2025-07-24,1173,2082,404,3,2464.72,2,Cash,D. Williams,1232.36
4689,2025-10-07,1254,2080,404,4,1632.52,2,Credit Card,J. Alvarez,816.26
4690,2025-11-20,1059,2081,403,0,2424.76,2,PayPal,J. Alvarez,1212.38
4691,2024-08-17,1033,2068,402,2,2715.36,3,Credit Card,J. Alvarez,905.12
4692,2025-11-23,1059,2090,404,0,800.52,2,PayPal,J. Alvarez,400.26
4694,2024-10-09,1040,2078,403,3,2316.5,2,Credit Card,A. Torres,1158.25
4695,2025-08-10,1073,2045,402,2,885.63,3,Credit Card,D. Williams,295.21
4696,2024-05-28,1036,2050,401,0,717.66,3,Debit Card,L. Martinez,239.22
4697,2024-02-25,1007,2017,401,0,652.94,1,Debit Card,A. Torres,652.94
4698,2025-09-09,1202,2016,404,0,1265.73,1,Credit Card,S. Patel,1265.73
4699,2025-11-06,1060,2009,404,0,3223.14,3,Credit Card,M. Chen,1074.3799999999999
4700,2024-12-01,1364,2046,404,3,794.32,4,Apple Pay,M. Chen,198.58
4701,2025-09-13,1201,2027,403,0,6847.24,4,Cash,M. Chen,1711.81
4702,2024-10-12,1270,2088,402,0,2638.38,2,Credit Card,S. Patel,1319.19
4703,2025-06-27,1395,2060,403,0,1498.02,3,Debit Card,L. Martinez,499.34
4705,2024-08-09,1004,2044,401,1,281.3,1,Debit Card,R. Johnson,281.3
4706,2024-07-13,1114,2044,405,4,843.9,3,Debit Card,M. Chen,281.3
4707,2025-08-25,1051,2031,402,4,348.46,2,Credit Card,D. Williams,174.23
4708,2024-06-13,1099,2062,404,3,2015.22,3,Apple Pay,K. Nguyen,671.74
4709,2025-09-04,1289,2009,404,4,3833.23,4,Credit Card,D. Williams,958.3075
4710,2025-11-06,1000,2032,401,3,724.32,3,Apple Pay,J. Alvarez,241.44000000000003
4711,2025-11-19,1196,2067,403,0,5362.8,4,Debit Card,R. Johnson,1340.7
4712,2024-12-07,1170,2019,401,0,6610.24,4,PayPal,D. Williams,1652.56
4713,2024-08-31,1034,2001,405,1,6242.32,4,Cash,L. Martinez,1560.58
4714,2024-07-08,1050,2102,402,4,1324.8,6,Debit Card,S. Patel,220.79999999999998
4715,2024-01-07,1058,2029,401,1,5015.28,3,Credit Card,R. Johnson,1671.76
4716,2024-03-04,1074,2035,402,1,744.16,4,Credit Card,S. Patel,186.04
4717,2024-06-11,1207,2029,401,0,1671.76,1,Cash,J. Alvarez,1671.76
4719,2025-10-09,1032,2117,402,1,325.69,2,Debit Card,K. Nguyen,162.845
4721,2025-08-09,1074,2072,404,0,719.09,1,Apple Pay,J. Alvarez,719.09
4722,2025-06-08,1043,2053,401,0,214.3,2,Apple Pay,K. Nguyen,107.15
4723,2025-10-06,1071,2076,403,3,1256.39,1,Apple Pay,L. Martinez,1256.39
4724,2025-03-04,1036,2119,404,4,1455.15,3,Debit Card,R. Johnson,485.05
4725,2025-11-13,1064,2074,404,1,1371.58,1,Debit Card,L. Martinez,1371.58
4726,2025-07-10,1037,2022,404,3,4477.35,3,Credit Card,K. Nguyen,1492.45
4727,2025-06-07,1124,2006,403,4,7020.46,4,Debit Card,L. Martinez,1755.115
4728,2025-10-21,1289,2030,403,0,158.21,1,Debit Card,R. Johnson,158.21
4729,2025-05-12,1034,2056,401,2,532.68,3,Credit Card,D. Williams,177.55999999999997
4730,2024-02-11,1114,2015,401,0,4347.48,3,Cash,S. Patel,1449.1599999999999
4731,2024-12-16,1060,2075,404,3,3908.84,4,Cash,L. Martinez,977.21
4732,2025-09-19,1106,2105,401,4,497.32,2,Credit Card,S. Patel,248.66
4733,2024-12-15,1030,2107,402,2,589.47,4,Cash,K. Nguyen,147.3675
4734,2024-06-29,1029,2057,405,0,784.6,3,Apple Pay,D. Williams,261.53333333333336
4735,2024-09-02,1028,2079,403,2,1147.47,1,Credit Card,A. Torres,1147.47
4736,2024-07-21,1061,2006,404,0,5272.22,3,Cash,A. Torres,1757.4066666666668
4737,2025-11-28,1238,2024,403,0,4790.96,4,Apple Pay,R. Johnson,1197.74
4738,2024-11-02,1034,2042,405,0,608.52,3,Cash,A. Torres,202.84
4740,2024-01-24,1027,2014,401,0,2100.2,2,Cash,S. Patel,1050.1
4742,2024-08-03,1071,2041,405,1,218.98,2,Cash,D. Williams,109.49
4743,2024-11-11,1008,2019,405,4,1652.56,1,Cash,K. Nguyen,1652.56
4744,2025-09-15,1021,2094,404,0,808.68,2,Debit Card,L. Martinez,404.34
4745,2025-05-04,1316,2075,404,0,1954.42,2,Debit Card,J. Alvarez,977.21
4746,2025-10-11,1202,2065,401,2,3661.08,4,Cash,K. Nguyen,915.27
4748,2024-11-13,1099,2030,405,2,474.63,3,Credit Card,K. Nguyen,158.21
4749,2025-04-03,1044,2000,401,0,2155.06,2,Apple Pay,L. Martinez,1077.53
4750,2025-06-20,1015,2021,401,2,2784.4,2,Apple Pay,K. Nguyen,1392.2
4751,2024-11-01,1334,2075,405,0,977.21,1,Apple Pay,K. Nguyen,977.21
4752,2024-03-22,1217,2080,405,1,2448.78,3,Debit Card,S. Patel,816.2600000000001
4753,2024-12-31,1399,2059,401,0,124.04,1,Debit Card,J. Alvarez,124.04
4755,2025-05-12,1075,2073,403,1,727.71,1,PayPal,A. Torres,727.71
4756,2024-01-21,1104,2010,403,2,4945.89,3,Credit Card,K. Nguyen,1648.63
4757,2025-08-09,1088,2052,405,2,763.24,4,Debit Card,M. Chen,190.81
4758,2024-11-10,1008,2068,402,4,905.12,1,Cash,K. Nguyen,905.12
4759,2024-06-21,1038,2084,402,3,2919.27,3,Apple Pay,A. Torres,973.09
4760,2024-08-09,1053,2042,405,2,405.68,2,Debit Card,J. Alvarez,202.84
4761,2025-02-06,1015,2036,402,3,509.26,2,Credit Card,R. Johnson,254.63
4762,2024-11-22,1048,2007,402,4,3282.16,2,Debit Card,D. Williams,1641.08
4763,2024-11-10,1050,2053,401,0,290.06,3,Cash,L. Martinez,96.68666666666667
4764,2024-10-06,1000,2018,404,0,3076.14,3,Apple Pay,S. Patel,1025.3799999999999
4765,2024-10-13,1072,2041,402,0,109.49,1,Debit Card,M. Chen,109.49
4766,2024-08-29,1062,2037,405,3,486.34,2,Cash,L. Martinez,243.17
4767,2025-09-20,1005,2032,403,0,482.88,2,Apple Pay,D. Williams,241.44
4768,2025-10-27,1035,2028,403,4,1417.82,1,Debit Card,S. Patel,1417.82
4769,2024-12-03,1070,2068,404,4,905.12,1,PayPal,D. Williams,905.12
4770,2025-07-24,1068,2001,402,0,2736.96,2,Apple Pay,M. Chen,1368.48
4771,2025-05-24,1021,2017,403,2,652.94,1,Cash,S. Patel,652.94
4772,2024-02-24,1231,2047,404,4,444.6,4,PayPal,M. Chen,111.15
4774,2024-07-29,1259,2058,402,2,138.26,1,Apple Pay,S. Patel,138.26
4775,2024-09-02,1213,2071,405,1,1329.65,1,Apple Pay,J. Alvarez,1329.65
4776,2024-06-24,1154,2100,405,0,936.45,5,Cash,J. Alvarez,187.29000000000002
4777,2024-03-11,1058,2020,401,1,2586.84,2,Credit Card,A. Torres,1293.42
4778,2024-02-27,1088,2071,401,4,4259.34,3,Cash,J. Alvarez,1419.78
4779,2025-07-04,1060,2024,405,4,2395.48,2,Apple Pay,K. Nguyen,1197.74
4781,2024-06-08,1024,2097,405,0,387.98,1,Apple Pay,R. Johnson,387.98
4782,2025-05-31,1091,2078,401,2,3203.85,3,PayPal,D. Williams,1067.95
4783,2025-10-21,1267,2109,405,4,1039.02,3,Cash,M. Chen,346.34
4784,2024-01-15,1111,2087,401,4,2711.45,2,Credit Card,D. Williams,1355.725
4785,2025-09-10,1335,2086,402,0,1726.76,2,PayPal,R. Johnson,863.38
4786,2025-04-04,1058,2008,403,4,1159.15,1,Apple Pay,M. Chen,1159.15
4787,2024-03-01,1007,2018,405,2,2050.76,2,Cash,R. Johnson,1025.38
4789,2024-04-14,1057,2018,401,1,3076.14,3,PayPal,L. Martinez,1025.3799999999999
4790,2025-11-01,1058,2073,403,0,1455.42,2,Apple Pay,R. Johnson,727.71
4791,2024-06-04,1003,2118,405,0,1483.04,4,Apple Pay,S. Patel,370.76
4792,2024-11-24,1000,2003,403,0,1968.76,1,PayPal,M. Chen,1968.76
4793,2024-09-24,1068,2026,403,2,1319.37,1,Credit Card,L. Martinez,1319.37
4794,2025-11-21,1165,2115,401,1,314.66,1,Cash,M. Chen,314.66
4795,2025-04-13,1289,2086,405,0,3453.52,4,Cash,S. Patel,863.38
4796,2024-05-15,1005,2093,403,1,414.98,2,Debit Card,M. Chen,207.49
4797,2025-07-11,1138,2028,405,0,2835.64,2,PayPal,M. Chen,1417.82
4798,2024-09-13,1009,2089,402,4,1230.04,2,Cash,J. Alvarez,615.02
4799,2025-05-10,1007,2054,405,2,299.33,3,Apple Pay,D. Williams,99.77666666666666
4800,2025-11-20,1044,2053,402,4,100.84,1,Apple Pay,M. Chen,100.84
4801,2025-02-05,1039,2017,404,0,1305.88,2,Apple Pay,R. Johnson,652.94
4802,2025-06-11,1114,2024,402,4,9581.92,8,Apple Pay,D. Williams,1197.74
4803,2024-12-19,1050,2047,405,4,103.83,1,Cash,A. Torres,103.83
4804,2024-06-04,1098,2011,403,3,984.8,1,Apple Pay,L. Martinez,984.8
4805,2024-09-27,1062,2044,405,1,729.42,3,Credit Card,R. Johnson,243.14
4806,2025-07-26,1319,2023,404,0,1827.97,1,Debit Card,J. Alvarez,1827.97
4807,2024-10-17,1049,2087,405,0,1448.03,1,Apple Pay,S. Patel,1448.03
4808,2025-09-27,1036,2051,405,1,290.92,2,PayPal,D. Williams,145.46
4809,2024-11-06,1005,2069,401,2,1270.69,1,Debit Card,R. Johnson,1270.69
4810,2024-06-24,1088,2033,404,0,299.99,1,Credit Card,R. Johnson,299.99
4811,2024-02-01,1213,2022,405,0,5969.8,4,Cash,D. Williams,1492.45
4813,2024-07-12,1233,2085,405,0,2322.62,2,Cash,J. Alvarez,1161.31
4814,2025-09-14,1040,2074,403,0,4114.74,3,Cash,M. Chen,1371.58
4815,2025-09-08,1070,2014,405,0,4200.4,4,Apple Pay,A. Torres,1050.1
4816,2024-02-29,1006,2024,401,3,4790.96,4,Debit Card,R. Johnson,1197.74
4817,2025-07-12,1005,2079,403,3,2294.94,2,Debit Card,K. Nguyen,1147.47
4818,2024-11-21,1071,2113,403,2,1292.28,4,Cash,D. Williams,323.07
4819,2025-07-28,1060,2061,404,0,2645.54,2,PayPal,D. Williams,1322.77
4820,2024-04-09,1395,2080,401,0,1632.52,2,Apple Pay,S. Patel,816.26
4821,2025-06-03,1058,2014,402,2,983.98,1,Debit Card,J. Alvarez,983.98
4822,2025-05-13,1254,2103,401,0,410.68,1,Cash,M. Chen,410.68
4823,2024-11-17,1276,2067,404,0,4022.1,3,Apple Pay,D. Williams,1340.7
4824,2024-05-26,1088,2105,404,4,745.98,3,PayPal,L. Martinez,248.66
4825,2025-02-21,1030,2082,404,1,1232.36,1,Debit Card,M. Chen,1232.36
4826,2024-06-26,1051,2029,404,4,6687.04,4,Debit Card,K. Nguyen,1671.76
4827,2024-11-21,1159,2030,401,3,474.63,3,Cash,M. Chen,158.21
4828,2024-09-22,1213,2107,405,0,163.67,1,Debit Card,K. Nguyen,163.67
4829,2024-07-26,1032,2082,401,0,1232.36,1,Credit Card,R. Johnson,1232.36
4830,2024-05-11,1046,2000,403,1,6465.18,6,Apple Pay,K. Nguyen,1077.53
